PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,AST,REB,FG3M,STL,BLK,PTS+REB,PTS+AST,REB+AST,PTS+REB+AST
Kobe Sanders,LAC,5,26.5,9.6,1.0,2.4,1.6,0.8,0.0,12.0,10.6,3.4,13.0
Tari Eason,HOU,1,19.8,6.0,1.0,6.0,0.0,1.0,1.0,12.0,7.0,7.0,13.0
Spencer Jones,DEN,5,30.4,7.4,0.4,4.8,1.4,0.6,0.4,12.2,7.8,5.2,12.6
Jaden Ivey,DET,5,19.1,8.6,1.4,2.6,1.2,0.0,0.6,11.2,10.0,4.0,12.6
Craig Porter Jr.,CLE,5,20.6,3.4,5.2,4.0,0.4,0.6,0.2,7.4,8.6,9.2,12.6
Isaac Okoro,CHI,5,26.5,7.6,2.2,2.8,0.6,1.0,0.2,10.4,9.8,5.0,12.6
Tolu Smith,DET,2,13.7,4.5,0.5,7.5,0.0,0.5,2.0,12.0,5.0,8.0,12.5
Johnny Furphy,IND,5,21.7,5.8,1.2,5.4,1.0,0.8,0.8,11.2,7.0,6.6,12.4
Joan Beringer,MIN,4,16.1,6.8,1.3,4.3,0.0,0.3,0.5,11.1,8.1,5.6,12.4
Kasparas Jakučionis,MIA,4,21.2,4.8,4.0,3.5,1.3,0.3,0.0,8.3,8.8,7.5,12.3
Dennis Schröder,SAC,3,19.0,7.0,3.3,1.7,0.7,0.3,0.0,8.7,10.3,5.0,12.0
Corey Kispert,ATL,5,19.0,8.4,1.2,2.4,1.2,0.8,0.0,10.8,9.6,3.6,12.0
Nae'Qwan Tomlin,CLE,5,20.1,6.4,1.8,3.8,0.2,1.2,0.6,10.2,8.2,5.6,12.0
Bones Hyland,MIN,5,13.4,8.4,2.6,0.8,1.6,0.2,0.4,9.2,11.0,3.4,11.8
Patrick Williams,CHI,3,17.5,6.7,2.0,3.0,1.3,0.0,0.0,9.7,8.7,5.0,11.7
Moritz Wagner,ORL,2,12.1,7.5,1.0,3.0,0.5,0.0,0.0,10.5,8.5,4.0,11.5
Tidjane Salaün,CHA,4,13.1,5.0,1.5,5.0,0.5,0.0,0.3,10.0,6.5,6.5,11.5
Jalen Wilson,BKN,3,15.8,7.7,1.0,2.7,0.7,0.0,0.3,10.4,8.7,3.7,11.4
Oso Ighodaro,PHX,5,22.4,6.4,1.4,3.6,0.0,1.4,0.4,10.0,7.8,5.0,11.4
Tyrese Martin,BKN,3,19.3,9.0,0.3,2.0,1.7,0.3,0.3,11.0,9.3,2.3,11.3
Javonte Green,DET,5,20.2,8.4,0.2,2.6,1.6,2.0,0.6,11.0,8.6,2.8,11.2
Bruce Brown,DEN,5,22.5,5.6,2.4,3.2,0.2,0.4,0.4,8.8,8.0,5.6,11.2
Sidy Cissoko,POR,5,27.8,7.2,1.0,3.0,1.2,0.6,0.6,10.2,8.2,4.0,11.2
Cason Wallace,OKC,5,22.2,6.0,2.0,3.2,1.2,1.4,0.0,9.2,8.0,5.2,11.2
Tre Mann,CHA,4,10.2,8.5,1.3,1.3,1.5,0.3,0.0,9.8,9.8,2.6,11.1
Kentavious Caldwell-Pope,MEM,5,15.6,7.4,1.4,2.2,1.0,0.8,0.2,9.6,8.8,3.6,11.0
Alex Caruso,OKC,5,16.2,6.2,2.4,2.4,1.0,1.2,0.2,8.6,8.6,4.8,11.0
Jase Richardson,ORL,3,15.5,7.7,1.0,2.3,0.7,0.0,0.3,10.0,8.7,3.3,11.0
Jaylen Wells,MEM,5,23.1,6.6,1.0,3.4,1.0,0.2,0.0,10.0,7.6,4.4,11.0
Svi Mykhailiuk,UTA,2,20.4,7.0,1.5,2.5,1.0,1.0,0.0,9.5,8.5,4.0,11.0
Taelon Peter,IND,1,16.7,5.0,2.0,4.0,1.0,3.0,0.0,9.0,7.0,6.0,11.0
Bilal Coulibaly,WAS,2,19.1,7.5,0.5,3.0,1.0,1.0,0.5,10.5,8.0,3.5,11.0
Jaxson Hayes,LAL,2,17.9,6.0,0.0,5.0,0.0,0.0,1.0,11.0,6.0,5.0,11.0
Luke Kennard,ATL,4,18.1,7.8,0.8,2.0,1.8,0.5,0.0,9.8,8.6,2.8,10.6
Myron Gardner,MIA,3,11.1,7.0,1.3,2.3,1.3,0.0,0.3,9.3,8.3,3.6,10.6
Rui Hachimura,LAL,5,20.9,8.0,0.6,2.0,1.2,0.6,0.4,10.0,8.6,2.6,10.6
Harrison Barnes,SAS,5,23.2,6.4,1.8,2.2,1.4,0.2,0.6,8.6,8.2,4.0,10.4
Caris LeVert,DET,5,17.6,5.4,3.0,2.0,0.2,1.2,1.0,7.4,8.4,5.0,10.4
Tony Bradley,IND,5,15.9,5.0,0.8,4.6,0.2,0.2,0.4,9.6,5.8,5.4,10.4
Grant Williams,CHA,4,14.6,6.5,0.5,3.3,1.3,0.3,0.5,9.8,7.0,3.8,10.3
Mouhamed Gueye,ATL,5,19.4,4.6,1.2,4.4,1.0,2.0,0.2,9.0,5.8,5.6,10.2
Dominick Barlow,PHI,5,20.4,5.4,0.4,4.4,0.0,1.4,0.2,9.8,5.8,4.8,10.2
Julian Strawther,DEN,2,12.9,7.5,1.0,1.5,1.0,1.5,0.0,9.0,8.5,2.5,10.0
Zeke Nnaji,DEN,5,19.4,4.4,1.2,4.4,0.0,0.2,0.6,8.8,5.6,5.6,10.0
Cole Anthony,MIL,2,11.6,5.5,2.0,2.5,0.5,0.5,0.5,8.0,7.5,4.5,10.0
Cam Christie,LAC,5,16.7,6.2,1.0,2.8,0.2,0.4,0.0,9.0,7.2,3.8,10.0
Chaz Lanier,DET,1,12.0,8.0,1.0,1.0,2.0,0.0,0.0,9.0,9.0,2.0,10.0
Will Riley,WAS,5,20.5,7.0,0.8,2.2,0.6,0.6,0.0,9.2,7.8,3.0,10.0
Drew Timme,LAL,5,12.3,7.0,1.2,1.8,1.0,0.4,0.0,8.8,8.2,3.0,10.0
Amir Coffey,MIL,2,9.7,8.5,0.0,1.5,0.5,1.0,0.5,10.0,8.5,1.5,10.0
Rayan Rupert,POR,5,18.0,6.2,1.6,2.0,0.8,1.8,0.0,8.2,7.8,3.6,9.8
Will Richard,GSW,5,22.8,5.4,2.6,1.8,1.0,1.6,0.6,7.2,8.0,4.4,9.8
Yanic Konan Niederhäuser,LAC,4,12.2,6.3,0.5,2.8,0.0,0.0,0.8,9.1,6.8,3.3,9.6
Karlo Matković,NOP,5,16.7,6.2,0.6,2.6,0.8,0.2,1.0,8.8,6.8,3.2,9.4
Gary Payton II,GSW,5,13.7,5.6,1.2,2.4,0.6,0.6,0.0,8.0,6.8,3.6,9.2
Baylor Scheierman,BOS,5,19.7,4.8,1.0,3.2,1.2,1.6,0.0,8.0,5.8,4.2,9.0
TyTy Washington Jr.,LAC,2,10.9,7.0,1.5,0.5,1.0,1.0,0.5,7.5,8.5,2.0,9.0
Ethan Thompson,IND,2,14.9,5.0,1.0,3.0,0.5,1.0,0.0,8.0,6.0,4.0,9.0
Dalen Terry,CHI,5,9.0,5.6,0.8,2.6,1.4,1.0,0.4,8.2,6.4,3.4,9.0
A.J. Lawson,TOR,5,12.8,6.0,0.6,2.4,1.0,0.2,0.2,8.4,6.6,3.0,9.0
John Konchar,MEM,3,13.4,3.0,2.0,4.0,0.3,1.7,0.3,7.0,5.0,6.0,9.0
Adem Bona,PHI,5,15.8,4.6,0.0,4.4,0.0,0.4,1.6,9.0,4.6,4.4,9.0
Jamir Watkins,WAS,3,22.1,3.3,0.7,4.7,0.3,1.0,0.3,8.0,4.0,5.4,8.7
Jordan Clarkson,NYK,5,15.7,6.4,0.6,1.6,0.6,0.8,0.2,8.0,7.0,2.2,8.6
Brook Lopez,LAC,5,17.6,5.8,0.4,2.4,1.0,1.0,1.0,8.2,6.2,2.8,8.6
Vít Krejčí,ATL,5,20.5,5.4,1.4,1.8,1.0,0.6,0.2,7.2,6.8,3.2,8.6
Christian Koloko,ATL,3,16.4,2.0,1.3,5.3,0.0,0.0,1.0,7.3,3.3,6.6,8.6
Jarred Vanderbilt,LAL,5,17.4,3.4,1.0,4.2,0.0,0.4,0.6,7.6,4.4,5.2,8.6
DaRon Holmes II,DEN,2,15.2,5.0,1.0,2.5,1.5,0.0,0.0,7.5,6.0,3.5,8.5
Tristan Vukcevic,WAS,2,6.1,7.0,0.5,1.0,0.5,0.5,0.0,8.0,7.5,1.5,8.5
Gui Santos,GSW,3,13.6,4.0,2.7,1.7,1.3,1.3,0.3,5.7,6.7,4.4,8.4
Nique Clifford,SAC,5,17.0,3.6,1.2,3.6,0.6,0.2,0.4,7.2,4.8,4.8,8.4
Lonzo Ball,CLE,3,10.4,4.0,2.0,2.3,1.3,0.3,0.0,6.3,6.0,4.3,8.3
Amari Williams,BOS,1,12.0,3.0,1.0,4.0,0.0,0.0,2.0,7.0,4.0,5.0,8.0
Isaiah Jackson,IND,2,12.0,5.0,0.0,3.0,0.0,0.0,0.0,8.0,5.0,3.0,8.0
Ochai Agbaji,TOR,5,19.7,5.8,0.4,1.6,1.0,0.2,0.4,7.4,6.2,2.0,7.8
Mike Conley,MIN,5,19.1,3.8,2.6,1.4,1.0,0.4,0.0,5.2,6.4,4.0,7.8
Nicolas Batum,LAC,5,17.1,3.8,0.8,3.0,1.2,0.8,0.6,6.8,4.6,3.8,7.6
Jamison Battle,TOR,4,12.8,4.3,1.0,2.3,1.0,0.0,0.3,6.6,5.3,3.3,7.6
Tyler Kolek,NYK,4,13.5,2.8,2.8,2.0,0.3,0.5,0.0,4.8,5.6,4.8,7.6
Josh Green,CHA,5,16.0,3.8,1.2,2.6,0.8,0.4,0.2,6.4,5.0,3.8,7.6
Jordan Walsh,BOS,5,17.0,2.4,0.6,4.6,0.0,0.6,0.2,7.0,3.0,5.2,7.6
Micah Peavy,NOP,3,17.7,3.7,2.0,1.7,0.3,1.0,0.0,5.4,5.7,3.7,7.4
Nikola Jović,MIA,5,11.9,3.4,1.2,2.8,0.4,0.4,0.2,6.2,4.6,4.0,7.4
Bryce McGowens,NOP,3,19.2,5.0,1.0,1.3,1.0,0.3,0.0,6.3,6.0,2.3,7.3
Ben Sheppard,IND,5,15.5,4.6,1.2,1.4,0.8,0.4,0.2,6.0,5.8,2.6,7.2
Ryan Dunn,PHX,5,15.8,4.2,1.2,1.8,1.0,0.4,0.0,6.0,5.4,3.0,7.2
Duop Reath,POR,4,12.4,4.0,0.3,2.8,0.8,0.0,0.5,6.8,4.3,3.1,7.1
JD Davison,HOU,4,13.2,3.5,1.3,2.3,0.5,0.3,0.5,5.8,4.8,3.6,7.1
Jordan Hawkins,NOP,5,14.3,3.2,1.0,2.8,0.6,0.6,0.2,6.0,4.2,3.8,7.0
Rob Dillingham,MIN,1,8.3,5.0,0.0,2.0,1.0,0.0,0.0,7.0,5.0,2.0,7.0
Micah Potter,IND,4,13.6,1.8,1.5,3.5,0.3,0.5,0.0,5.3,3.3,5.0,6.8
Landry Shamet,NYK,3,18.0,5.7,0.3,0.7,1.0,0.7,0.3,6.4,6.0,1.0,6.7
Pete Nance,MIL,3,10.2,4.0,1.0,1.7,0.7,1.0,0.7,5.7,5.0,2.7,6.7
Clint Capela,HOU,3,9.8,4.0,0.3,2.3,0.0,0.3,0.3,6.3,4.3,2.6,6.6
Josh Okogie,HOU,5,20.3,3.8,0.4,2.4,0.6,1.0,0.4,6.2,4.2,2.8,6.6
Tyrese Proctor,CLE,4,8.5,5.0,0.8,0.8,1.0,0.5,0.0,5.8,5.8,1.6,6.6
Gary Harris,MIL,5,14.4,3.4,1.2,2.0,1.0,0.8,0.0,5.4,4.6,3.2,6.6
Kenrich Williams,OKC,5,11.7,3.0,0.8,2.4,0.6,0.2,0.4,5.4,3.8,3.2,6.2
Hugo González,BOS,5,14.5,2.2,0.6,3.4,0.2,0.0,0.0,5.6,2.8,4.0,6.2
Miles Kelly,DAL,5,10.0,4.4,0.6,1.0,1.2,0.4,0.0,5.4,5.0,1.6,6.0
Ron Harper Jr.,BOS,1,5.8,3.0,0.0,3.0,1.0,0.0,0.0,6.0,3.0,3.0,6.0
Gabe Vincent,LAL,5,17.3,4.6,0.8,0.6,1.2,0.2,0.0,5.2,5.4,1.4,6.0
Jabari Walker,PHI,5,12.5,2.6,0.6,2.8,0.4,1.2,0.2,5.4,3.2,3.4,6.0
Andre Jackson Jr.,MIL,2,9.7,4.5,1.0,0.5,0.5,0.0,0.0,5.0,5.5,1.5,6.0
Dorian Finney-Smith,HOU,3,15.6,3.3,0.3,2.3,0.3,0.3,0.0,5.6,3.6,2.6,5.9
Gary Trent Jr.,MIL,4,15.3,3.8,1.5,0.5,1.3,0.0,0.0,4.3,5.3,2.0,5.8
Carter Bryant,SAS,5,10.7,3.4,0.2,2.2,0.2,0.4,0.4,5.6,3.6,2.4,5.8
Jaylen Clark,MIN,5,12.8,2.0,1.0,2.6,0.0,0.6,0.2,4.6,3.0,3.6,5.6
Dru Smith,MIA,4,12.3,3.0,1.0,1.5,0.3,0.5,0.3,4.5,4.0,2.5,5.5
Asa Newell,ATL,4,8.6,4.0,0.5,1.0,0.3,0.5,0.5,5.0,4.5,1.5,5.5
Leonard Miller,MIN,2,7.1,3.5,0.5,1.5,0.0,0.5,0.0,5.0,4.0,2.0,5.5
Taylor Hendricks,UTA,4,12.9,2.5,0.3,2.3,0.5,0.3,0.3,4.8,2.8,2.6,5.1
Keaton Wallace,ATL,3,6.3,3.0,1.0,1.0,0.0,0.3,0.3,4.0,4.0,2.0,5.0
Malaki Branham,WAS,3,7.2,4.3,0.0,0.7,0.3,1.0,0.0,5.0,4.3,0.7,5.0
Jeff Green,HOU,1,3.5,3.0,0.0,2.0,1.0,0.0,0.0,5.0,3.0,2.0,5.0
Ousmane Dieng,OKC,2,3.7,2.5,1.5,1.0,0.5,0.0,0.0,3.5,4.0,2.5,5.0
Kobe Bufkin,LAL,4,11.3,3.0,0.5,1.3,0.5,0.3,0.8,4.3,3.5,1.8,4.8
Nick Smith Jr.,LAL,4,4.3,3.5,1.3,0.0,0.8,0.0,0.0,3.5,4.8,1.3,4.8
Pat Connaughton,CHA,3,4.0,2.7,1.0,1.0,0.3,0.0,0.0,3.7,3.7,2.0,4.7
Marcus Sasser,DET,3,8.6,3.0,1.0,0.7,0.7,0.7,0.0,3.7,4.0,1.7,4.7
Jonathan Mogbo,TOR,4,7.1,2.0,0.3,2.3,0.0,0.0,0.0,4.3,2.3,2.6,4.6
Kam Jones,IND,2,15.0,1.0,1.5,2.0,0.0,0.5,0.0,3.0,2.5,3.5,4.5
Trendon Watford,PHI,5,9.3,1.8,1.4,1.2,0.2,0.0,0.4,3.0,3.2,2.6,4.4
Pat Spencer,GSW,5,6.7,1.8,1.6,1.0,0.2,0.2,0.0,2.8,3.4,2.6,4.4
Alijah Martin,TOR,5,6.9,2.8,0.8,0.6,0.2,0.0,0.0,3.4,3.6,1.4,4.2
Javonte Cooke,POR,3,7.3,1.7,0.7,1.7,0.3,1.0,0.0,3.4,2.4,2.4,4.1
Larry Nance Jr.,CLE,1,5.0,3.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,1.0,4.0
RayJ Dennis,ATL,1,4.9,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0
Chris Youngblood,OKC,2,2.7,3.0,0.0,1.0,1.0,0.0,0.5,4.0,3.0,1.0,4.0
Tyus Jones,ORL,5,12.4,1.4,1.8,0.6,0.2,1.0,0.0,2.0,3.2,2.4,3.8
Kobe Brown,LAC,3,5.9,1.0,0.7,2.0,0.0,0.0,0.0,3.0,1.7,2.7,3.7
Justin Edwards,PHI,4,5.2,2.8,0.5,0.3,0.3,0.3,0.3,3.1,3.3,0.8,3.6
Jett Howard,ORL,2,11.4,2.0,0.5,1.0,0.0,0.0,0.5,3.0,2.5,1.5,3.5
Johnny Juzang,MIN,2,6.3,1.0,1.0,1.5,0.0,0.0,0.0,2.5,2.0,2.5,3.5
AJ Johnson,WAS,3,8.2,1.3,0.0,2.0,0.0,0.3,0.0,3.3,1.3,2.0,3.3
Trayce Jackson-Davis,GSW,4,7.3,2.3,0.5,0.3,0.3,0.3,0.0,2.6,2.8,0.8,3.1
Yang Hansen,POR,3,8.5,1.7,0.7,0.7,0.3,0.3,0.0,2.4,2.4,1.4,3.1
Mohamed Diawara,NYK,5,4.3,1.0,0.4,1.6,0.2,0.0,0.0,2.6,1.4,2.0,3.0
Joe Ingles,MIN,1,7.8,0.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,3.0
Caleb Houstan,ATL,1,4.9,3.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0
Thanasis Antetokounmpo,MIL,2,5.8,2.0,0.5,0.5,0.0,1.5,0.0,2.5,2.5,1.0,3.0
Jericho Sims,MIL,2,6.9,0.5,0.5,2.0,0.0,0.0,0.0,2.5,1.0,2.5,3.0
Lindy Waters III,SAS,4,9.8,2.0,0.5,0.5,0.5,0.0,0.0,2.5,2.5,1.0,3.0
Guerschon Yabusele,NYK,4,5.3,0.5,0.5,2.0,0.0,0.0,0.0,2.5,1.0,2.5,3.0
Thomas Bryant,CLE,3,3.4,2.3,0.3,0.3,0.3,0.0,0.3,2.6,2.6,0.6,2.9
Jae'Sean Tate,HOU,4,6.6,1.5,0.3,1.0,0.0,0.3,0.0,2.5,1.8,1.3,2.8
Jared McCain,PHI,3,5.5,2.7,0.0,0.0,0.0,0.0,0.0,2.7,2.7,0.0,2.7
Ariel Hukporti,NYK,3,5.0,1.3,0.0,1.3,0.0,0.0,0.3,2.6,1.3,1.3,2.6
Jevon Carter,CHI,2,3.2,2.5,0.0,0.0,0.5,0.5,0.0,2.5,2.5,0.0,2.5
Hunter Tyson,DEN,2,11.8,0.5,1.0,1.0,0.0,0.0,0.0,1.5,1.5,2.0,2.5
Isaiah Livers,PHX,3,7.6,0.7,0.7,1.0,0.0,0.7,0.0,1.7,1.4,1.7,2.4
Lachlan Olbrich,CHI,2,3.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0
Jeremy Sochan,SAS,2,6.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0
Patrick Baldwin Jr.,LAC,1,5.3,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0
Dean Wade,CLE,1,16.5,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0
Jonathan Isaac,ORL,4,7.5,1.0,0.5,0.5,0.0,0.0,0.3,1.5,1.5,1.0,2.0
Kelly Olynyk,SAS,3,5.6,1.3,0.3,0.0,0.0,0.3,0.0,1.3,1.6,0.3,1.6
Dalton Knecht,LAL,4,6.0,1.3,0.0,0.3,0.3,0.0,0.0,1.6,1.3,0.3,1.6
LJ Cryer,GSW,2,2.3,1.5,0.0,0.0,0.5,0.0,0.0,1.5,1.5,0.0,1.5
Malevy Leons,GSW,2,2.3,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,1.5,1.5
Keon Ellis,SAC,2,8.2,1.5,0.0,0.0,0.5,0.0,0.0,1.5,1.5,0.0,1.5
Jamal Cain,ORL,3,3.9,0.7,0.3,0.3,0.0,0.0,0.0,1.0,1.0,0.6,1.3
Pacôme Dadiet,NYK,3,2.2,0.7,0.3,0.0,0.0,0.0,0.0,0.7,1.0,0.3,1.0
Keshad Johnson,MIA,1,3.9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Xavier Tillman,BOS,2,3.3,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.5
Julian Phillips,CHI,2,3.2,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.5
Bronny James,LAL,4,3.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5
Garrett Temple,TOR,3,2.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3
Jordan McLaughlin,SAS,3,3.4,0.0,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.3
Kyle Lowry,PHI,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin McCullar Jr.,NYK,2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Gill,WAS,3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Branden Carlson,OKC,1,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Richards,PHX,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jahmai Mashack,MEM,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rasheer Fleming,PHX,1,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Holiday,HOU,1,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
