PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,AST,REB,FG3M,STL,BLK,PTS+REB,PTS+AST,REB+AST,PTS+REB+AST
Isaiah Jackson,IND,31,17.9,7.2,0.8,5.7,0.0,0.7,0.8,12.9,8.0,6.5,13.7
Sam Hauser,BOS,41,23.0,8.7,1.3,3.7,2.6,0.6,0.3,12.4,10.0,5.0,13.7
Kentavious Caldwell-Pope,MEM,40,21.0,8.3,2.9,2.4,1.2,0.9,0.2,10.7,11.2,5.3,13.6
Bogdan Bogdanović,LAC,16,22.5,8.0,2.7,2.9,1.5,0.5,0.1,10.9,10.7,5.6,13.6
Isaiah Joe,OKC,35,19.4,9.7,1.3,2.6,2.3,0.5,0.2,12.3,11.0,3.9,13.6
Quinten Post,GSW,45,18.0,8.1,1.4,4.0,1.6,0.5,0.5,12.1,9.5,5.4,13.5
Svi Mykhailiuk,UTA,37,24.5,8.9,2.0,2.6,1.8,0.5,0.1,11.5,10.9,4.6,13.5
Vít Krejčí,ATL,41,23.7,9.6,1.6,2.2,2.4,0.9,0.3,11.8,11.2,3.8,13.4
Bruce Brown,DEN,44,24.5,7.0,2.2,4.1,0.5,1.0,0.3,11.1,9.2,6.3,13.3
Luguentz Dort,OKC,34,26.8,8.5,1.1,3.7,1.9,0.9,0.6,12.2,9.6,4.8,13.3
Robert Williams III,POR,30,15.9,6.0,1.0,6.2,0.1,0.6,1.3,12.2,7.0,7.2,13.2
Corey Kispert,ATL,24,19.4,9.0,1.6,2.3,1.5,0.5,0.1,11.3,10.6,3.9,12.9
Lonzo Ball,CLE,30,21.2,4.9,4.1,3.9,1.2,1.2,0.3,8.8,9.0,8.0,12.9
Luka Garza,BOS,34,16.5,7.6,0.9,4.3,0.7,0.4,0.5,11.9,8.5,5.2,12.8
Goga Bitadze,ORL,38,16.9,6.2,1.3,5.3,0.1,0.8,1.2,11.5,7.5,6.6,12.8
Tyrese Martin,BKN,33,19.6,7.9,2.0,2.9,1.5,0.7,0.1,10.8,9.9,4.9,12.8
Jordan Clarkson,NYK,43,19.7,9.7,1.3,1.8,1.3,0.5,0.1,11.5,11.0,3.1,12.8
Cam Whitmore,WAS,21,16.9,9.2,0.7,2.8,0.8,0.7,0.4,12.0,9.9,3.5,12.7
Jaylin Williams,OKC,30,17.9,5.7,2.4,4.6,1.2,0.6,0.5,10.3,8.1,7.0,12.7
Walter Clayton Jr.,UTA,39,18.3,7.2,3.4,2.1,1.0,0.6,0.2,9.3,10.6,5.5,12.7
Trendon Watford,PHI,21,16.2,6.4,2.9,3.4,0.4,0.3,0.2,9.8,9.3,6.3,12.7
Jordan Miller,LAC,22,18.1,8.1,1.6,3.0,0.8,0.7,0.2,11.1,9.7,4.6,12.7
Simone Fontecchio,MIA,41,16.5,8.3,1.4,3.0,1.8,0.5,0.1,11.3,9.7,4.4,12.7
Ryan Dunn,PHX,37,21.0,6.5,1.7,4.4,0.8,0.9,0.5,10.9,8.2,6.1,12.6
Cole Anthony,MIL,29,14.7,6.4,3.6,2.6,0.6,0.6,0.3,9.0,10.0,6.2,12.6
Isaac Okoro,CHI,35,25.0,8.4,1.5,2.7,1.0,0.6,0.5,11.1,9.9,4.2,12.6
Dylan Cardwell,SAC,17,18.6,4.8,0.9,6.9,0.0,0.7,1.5,11.7,5.7,7.8,12.6
Caris LeVert,DET,31,19.7,7.9,2.8,1.8,1.1,0.9,0.6,9.7,10.7,4.6,12.5
Cason Wallace,OKC,42,26.4,7.3,2.1,3.1,1.3,2.0,0.2,10.4,9.4,5.2,12.5
Daniss Jenkins,DET,33,15.9,7.4,3.3,1.8,1.0,0.9,0.1,9.2,10.7,5.1,12.5
Tre Mann,CHA,28,16.9,7.8,2.3,2.4,1.3,0.5,0.1,10.2,10.1,4.7,12.5
Ziaire Williams,BKN,30,22.6,9.3,0.7,2.4,1.6,1.2,0.5,11.7,10.0,3.1,12.4
Jaden Ivey,DET,26,17.0,8.4,1.7,2.2,1.2,0.5,0.4,10.6,10.1,3.9,12.3
Yves Missi,NOP,37,18.6,5.5,1.2,5.5,0.0,0.4,1.3,11.0,6.7,6.7,12.2
Charles Bassey,MEM,2,15.3,3.5,1.0,7.5,0.0,0.5,0.5,11.0,4.5,8.5,12.0
Buddy Hield,GSW,38,17.0,8.1,1.4,2.4,1.6,0.8,0.2,10.5,9.5,3.8,11.9
Sion James,CHA,43,25.3,6.3,2.0,3.5,1.1,0.6,0.4,9.8,8.3,5.5,11.8
Micah Potter,IND,13,16.9,6.6,1.5,3.6,1.2,0.3,0.2,10.2,8.1,5.1,11.7
Jalen Pickett,DEN,29,17.9,6.2,2.7,2.8,1.2,0.3,0.1,9.0,8.9,5.5,11.7
Luke Kennard,ATL,39,20.3,7.5,2.2,1.9,1.5,0.8,0.1,9.4,9.7,4.1,11.6
Ben Sheppard,IND,33,22.8,6.4,1.8,3.4,1.2,0.6,0.1,9.8,8.2,5.2,11.6
Landry Shamet,NYK,18,20.4,8.7,1.1,1.8,1.7,0.4,0.2,10.5,9.8,2.9,11.6
Tolu Smith,DET,5,10.9,5.2,0.8,5.6,0.0,0.4,1.0,10.8,6.0,6.4,11.6
Blake Wesley,POR,6,16.3,6.0,3.2,2.3,0.3,1.7,0.2,8.3,9.2,5.5,11.5
Oso Ighodaro,PHX,44,19.9,5.4,1.8,4.3,0.0,1.0,0.5,9.7,7.2,6.1,11.5
Moritz Wagner,ORL,2,12.1,7.5,1.0,3.0,0.5,0.0,0.0,10.5,8.5,4.0,11.5
Quenton Jackson,IND,21,16.2,7.5,2.0,2.0,0.8,0.7,0.2,9.5,9.5,4.0,11.5
Craig Porter Jr.,CLE,39,17.7,4.8,3.1,3.6,0.5,1.0,0.6,8.4,7.9,6.7,11.5
Tidjane Salaün,CHA,28,16.3,6.3,0.9,4.3,1.0,0.4,0.3,10.6,7.2,5.2,11.5
Dereck Lively II,DAL,7,16.5,4.3,1.9,5.3,0.0,0.6,1.6,9.6,6.2,7.2,11.5
Josh Minott,BOS,29,17.6,6.3,1.1,4.0,1.1,0.8,0.4,10.3,7.4,5.1,11.4
Jordan Walsh,BOS,37,19.2,5.9,0.9,4.6,0.7,0.9,0.5,10.5,6.8,5.5,11.4
Gary Trent Jr.,MIL,39,24.7,8.5,1.6,1.3,2.0,0.7,0.1,9.8,10.1,2.9,11.4
Jamaree Bouyea,PHX,19,14.7,7.6,1.7,2.1,0.8,0.6,0.4,9.7,9.3,3.8,11.4
Paul Reed,DET,31,12.2,5.8,1.2,4.3,0.2,0.9,0.6,10.1,7.0,5.5,11.3
Kris Murray,POR,34,25.7,6.1,1.2,4.0,0.6,1.2,0.4,10.1,7.3,5.2,11.3
Jarred Vanderbilt,LAL,33,19.8,4.8,1.3,5.2,0.5,0.8,0.4,10.0,6.1,6.5,11.3
Jaxson Hayes,LAL,34,17.6,6.3,0.8,4.1,0.0,0.4,0.6,10.4,7.1,4.9,11.2
Dean Wade,CLE,35,22.5,5.6,1.5,4.0,1.2,0.7,0.4,9.6,7.1,5.5,11.1
Alex Caruso,OKC,32,18.2,6.1,2.1,2.8,1.0,1.4,0.4,8.9,8.2,4.9,11.0
Bryce McGowens,NOP,28,19.6,7.7,1.3,2.0,0.9,0.6,0.1,9.7,9.0,3.3,11.0
Jeremiah Robinson-Earl,DAL,20,17.7,5.1,0.8,5.1,0.5,0.5,0.1,10.2,5.9,5.9,11.0
Will Richard,GSW,40,19.3,7.1,1.3,2.5,1.2,1.0,0.1,9.6,8.4,3.8,10.9
Dru Smith,MIA,43,16.6,6.1,2.5,2.3,0.7,1.4,0.3,8.4,8.6,4.8,10.9
Javonte Green,DET,41,19.5,7.3,0.8,2.7,1.1,1.4,0.4,10.0,8.1,3.5,10.8
Bradley Beal,LAC,6,20.2,8.2,1.7,0.8,1.2,0.5,0.0,9.0,9.9,2.5,10.7
Patrick Williams,CHI,39,18.4,6.5,1.2,2.9,1.3,0.7,0.3,9.4,7.7,4.1,10.6
KJ Simpson,CHA,14,15.9,6.0,2.5,2.1,0.9,1.1,0.0,8.1,8.5,4.6,10.6
Seth Curry,GSW,2,16.0,7.0,1.5,2.0,1.0,1.0,0.0,9.0,8.5,3.5,10.5
Pat Spencer,GSW,30,13.7,5.4,3.0,2.0,0.6,0.6,0.0,7.4,8.4,5.0,10.4
Kobe Sanders,LAC,35,20.6,6.6,1.5,2.3,1.0,0.6,0.1,8.9,8.1,3.8,10.4
Bones Hyland,MIN,35,13.7,6.5,2.5,1.3,1.1,0.5,0.2,7.8,9.0,3.8,10.3
Grant Williams,CHA,4,14.6,6.5,0.5,3.3,1.3,0.3,0.5,9.8,7.0,3.8,10.3
Tristan Vukcevic,WAS,30,11.4,6.9,1.0,2.4,0.4,0.3,0.7,9.3,7.9,3.4,10.3
GG Jackson,MEM,21,15.1,6.7,0.7,2.8,0.8,0.8,0.4,9.5,7.4,3.5,10.2
Noah Penda,ORL,27,13.9,5.0,1.1,4.1,0.7,0.5,0.4,9.1,6.1,5.2,10.2
Spencer Jones,DEN,39,23.0,6.3,0.9,3.0,1.0,0.9,0.4,9.3,7.2,3.9,10.2
Nae'Qwan Tomlin,CLE,33,15.9,6.2,0.8,3.1,0.4,0.7,0.7,9.3,7.0,3.9,10.1
Sidy Cissoko,POR,39,21.5,6.3,1.5,2.3,1.1,0.7,0.3,8.6,7.8,3.8,10.1
Ben Saraf,BKN,12,16.9,5.4,2.8,1.6,0.8,0.7,0.3,7.0,8.2,4.4,9.8
Gary Payton II,GSW,42,12.7,5.0,1.6,3.2,0.3,0.5,0.3,8.2,6.6,4.8,9.8
Jared McCain,PHI,31,16.7,6.1,1.5,2.1,1.0,0.7,0.0,8.2,7.6,3.6,9.7
Johnny Furphy,IND,26,17.1,5.2,0.7,3.8,0.7,0.6,0.2,9.0,5.9,4.5,9.7
Drake Powell,BKN,30,19.0,6.4,1.7,1.6,0.8,0.6,0.2,8.0,8.1,3.3,9.7
Brook Lopez,LAC,36,17.0,6.3,0.8,2.6,1.4,0.5,1.0,8.9,7.1,3.4,9.7
Kenrich Williams,OKC,24,13.7,5.3,1.5,2.8,0.8,0.6,0.1,8.1,6.8,4.3,9.6
Tyler Kolek,NYK,38,13.4,4.8,2.8,1.9,0.6,0.4,0.1,6.7,7.6,4.7,9.5
DeAndre Jordan,NOP,2,11.7,4.5,0.0,5.0,0.0,0.0,0.0,9.5,4.5,5.0,9.5
Nique Clifford,SAC,40,18.6,5.3,1.3,2.9,0.7,0.6,0.3,8.2,6.6,4.2,9.5
Gradey Dick,TOR,45,16.2,6.5,0.7,2.2,0.9,0.6,0.1,8.7,7.2,2.9,9.4
Mike Conley,MIN,38,18.6,4.8,2.9,1.7,1.0,0.6,0.2,6.5,7.7,4.6,9.4
Mouhamed Gueye,ATL,43,16.1,4.7,1.0,3.6,0.5,0.8,0.6,8.3,5.7,4.6,9.3
Nolan Traore,BKN,21,17.7,5.4,2.7,1.1,0.9,0.4,0.2,6.5,8.1,3.8,9.2
Kevon Looney,NOP,16,14.2,2.6,1.6,5.0,0.1,0.4,0.5,7.6,4.2,6.6,9.2
Jaden Hardy,DAL,31,12.3,6.9,0.8,1.4,1.4,0.2,0.1,8.3,7.7,2.2,9.1
Josh Okogie,HOU,41,19.5,5.5,0.9,2.7,0.9,1.0,0.2,8.2,6.4,3.6,9.1
Ja'Kobe Walter,TOR,37,17.7,6.1,0.9,2.1,1.2,0.9,0.2,8.2,7.0,3.0,9.1
TyTy Washington Jr.,LAC,2,10.9,7.0,1.5,0.5,1.0,1.0,0.5,7.5,8.5,2.0,9.0
Oscar Tshiebwe,UTA,1,14.8,2.0,1.0,6.0,0.0,1.0,0.0,8.0,3.0,7.0,9.0
Javon Small,MEM,14,12.5,4.3,3.3,1.4,0.7,0.3,0.1,5.7,7.6,4.7,9.0
Karlo Matković,NOP,32,12.7,5.0,0.7,3.2,0.4,0.3,0.8,8.2,5.7,3.9,8.9
Moussa Cisse,DAL,25,11.8,4.0,0.2,4.7,0.0,0.4,1.2,8.7,4.2,4.9,8.9
Taylor Hendricks,UTA,31,15.0,5.0,0.7,3.1,0.7,0.4,0.3,8.1,5.7,3.8,8.8
Jase Richardson,ORL,29,12.1,6.0,1.3,1.5,0.8,0.3,0.1,7.5,7.3,2.8,8.8
Taurean Prince,MIL,8,21.1,6.1,1.0,1.6,1.5,0.8,0.3,7.7,7.1,2.6,8.7
PJ Hall,CHA,15,10.3,4.6,0.5,3.5,0.2,0.1,0.6,8.1,5.1,4.0,8.6
Clint Capela,HOU,35,11.4,3.7,0.5,4.4,0.0,0.5,0.7,8.1,4.2,4.9,8.6
Trayce Jackson-Davis,GSW,32,11.9,4.3,0.9,3.3,0.0,0.3,0.6,7.6,5.2,4.2,8.5
Adem Bona,PHI,33,17.1,4.2,0.2,4.0,0.1,0.3,1.4,8.2,4.4,4.2,8.4
Marcus Sasser,DET,11,9.1,5.5,1.7,1.1,1.2,0.6,0.2,6.6,7.2,2.8,8.3
Jeremy Sochan,SAS,26,13.5,4.4,1.1,2.8,0.3,0.4,0.2,7.2,5.5,3.9,8.3
Drew Eubanks,SAC,30,14.0,5.2,0.3,2.7,0.0,0.4,0.6,7.9,5.5,3.0,8.2
Will Riley,WAS,34,13.8,5.1,1.1,2.0,0.4,0.4,0.1,7.1,6.2,3.1,8.2
Nick Smith Jr.,LAL,23,13.1,6.1,1.2,0.8,1.2,0.3,0.1,6.9,7.3,2.0,8.1
Nicolas Batum,LAC,42,20.2,4.7,0.8,2.6,1.5,0.8,0.4,7.3,5.5,3.4,8.1
Cody Williams,UTA,31,17.2,5.3,0.8,2.0,0.4,0.4,0.3,7.3,6.1,2.8,8.1
Branden Carlson,OKC,30,10.9,5.0,0.6,2.5,0.6,0.2,0.5,7.5,5.6,3.1,8.1
Colby Jones,DET,1,6.8,2.0,2.0,4.0,0.0,0.0,0.0,6.0,4.0,6.0,8.0
Chris Paul,LAC,16,14.2,2.9,3.3,1.8,0.6,0.7,0.0,4.7,6.2,5.1,8.0
Micah Peavy,NOP,37,15.8,4.6,1.2,2.1,0.4,0.6,0.1,6.7,5.8,3.3,7.9
Mac McClung,IND,3,11.3,6.3,0.3,1.3,0.7,1.7,0.3,7.6,6.6,1.6,7.9
Hugo González,BOS,37,15.0,3.9,0.6,3.4,0.5,0.6,0.3,7.3,4.5,4.0,7.9
Olivier-Maxence Prosper,MEM,20,11.3,4.8,0.8,2.3,0.4,0.2,0.1,7.1,5.6,3.1,7.9
DaRon Holmes II,DEN,11,14.0,4.6,1.4,1.8,1.2,0.0,0.4,6.4,6.0,3.2,7.8
RayJ Dennis,ATL,15,11.8,4.3,2.0,1.5,0.8,0.3,0.3,5.8,6.3,3.5,7.8
Aaron Holiday,HOU,30,14.0,6.0,1.0,0.8,1.3,0.4,0.1,6.8,7.0,1.8,7.8
Keaton Wallace,ATL,36,12.2,4.2,2.2,1.3,0.9,0.6,0.1,5.5,6.4,3.5,7.7
Kasparas Jakučionis,MIA,18,14.7,3.9,1.7,2.1,0.9,0.5,0.0,6.0,5.6,3.8,7.7
Jabari Walker,PHI,40,12.7,3.9,0.5,3.3,0.4,0.3,0.3,7.2,4.4,3.8,7.7
Asa Newell,ATL,33,10.6,5.2,0.5,1.9,0.8,0.4,0.3,7.1,5.7,2.4,7.6
Zeke Nnaji,DEN,31,13.1,4.5,0.5,2.6,0.3,0.4,0.5,7.1,5.0,3.1,7.6
Tony Bradley,IND,36,11.4,4.1,0.6,2.9,0.0,0.1,0.2,7.0,4.7,3.5,7.6
Ethan Thompson,IND,19,16.0,4.4,1.4,1.8,0.8,0.5,0.3,6.2,5.8,3.2,7.6
Dwight Powell,DAL,30,14.2,3.1,1.0,3.5,0.0,0.5,0.4,6.6,4.1,4.5,7.6
Ochai Agbaji,TOR,36,16.3,4.5,0.8,2.3,0.3,0.4,0.3,6.8,5.3,3.1,7.6
Thomas Bryant,CLE,31,9.1,4.6,0.4,2.5,0.5,0.2,0.4,7.1,5.0,2.9,7.5
Justin Edwards,PHI,33,14.4,4.8,1.2,1.5,1.0,0.6,0.2,6.3,6.0,2.7,7.5
Brandon Clarke,MEM,2,10.2,4.0,0.5,3.0,0.0,1.0,0.0,7.0,4.5,3.5,7.5
Larry Nance Jr.,CLE,17,14.4,3.5,1.2,2.7,0.6,0.5,0.2,6.2,4.7,3.9,7.4
Jericho Sims,MIL,30,14.4,3.0,0.6,3.8,0.0,0.2,0.2,6.8,3.6,4.4,7.4
Tyrese Proctor,CLE,30,10.8,4.9,1.3,1.2,0.9,0.3,0.0,6.1,6.2,2.5,7.4
Liam McNeeley,CHA,27,12.4,4.3,0.9,2.2,0.8,0.2,0.1,6.5,5.2,3.1,7.4
A.J. Lawson,TOR,10,10.3,4.9,0.3,2.1,0.8,0.4,0.3,7.0,5.2,2.4,7.3
Jevon Carter,CHI,21,11.1,5.4,0.9,1.0,1.4,0.6,0.0,6.4,6.3,1.9,7.3
Keon Ellis,SAC,39,17.3,5.3,0.6,1.3,1.2,1.1,0.5,6.6,5.9,1.9,7.2
Gabe Vincent,LAL,22,20.0,5.0,1.3,0.9,1.4,0.4,0.0,5.9,6.3,2.2,7.2
John Konchar,MEM,25,13.1,3.0,1.3,2.8,0.4,1.0,0.3,5.8,4.3,4.1,7.1
Garrison Mathews,IND,15,13.1,5.2,0.7,1.1,1.1,0.4,0.2,6.3,5.9,1.8,7.0
Gui Santos,GSW,34,11.4,3.7,1.0,2.3,0.6,0.4,0.2,6.0,4.7,3.3,7.0
Josh Green,CHA,19,15.7,4.2,1.0,1.8,1.1,0.6,0.1,6.0,5.2,2.8,7.0
Jalen Wilson,BKN,28,13.8,5.3,0.5,1.2,1.0,0.3,0.1,6.5,5.8,1.7,7.0
Jett Howard,ORL,27,10.7,4.6,0.9,1.4,0.9,0.1,0.1,6.0,5.5,2.3,6.9
Dalton Knecht,LAL,36,12.5,4.8,0.4,1.6,0.8,0.2,0.3,6.4,5.2,2.0,6.8
Matisse Thybulle,POR,4,12.2,5.0,0.8,1.0,1.0,2.5,0.0,6.0,5.8,1.8,6.8
Jordan Hawkins,NOP,35,14.1,4.3,0.7,1.8,0.8,0.2,0.2,6.1,5.0,2.5,6.8
Nick Richards,PHX,28,9.1,3.2,0.3,3.3,0.0,0.1,0.5,6.5,3.5,3.6,6.8
Jaylen Clark,MIN,41,14.1,4.1,0.6,2.0,0.4,0.8,0.2,6.1,4.7,2.6,6.7
Kelly Olynyk,SAS,27,9.6,3.5,1.3,1.9,0.3,0.4,0.0,5.4,4.8,3.2,6.7
Ousmane Dieng,OKC,20,11.4,4.1,1.0,1.6,0.8,0.1,0.3,5.7,5.1,2.6,6.7
Rob Dillingham,MIN,32,9.8,3.6,1.8,1.2,0.3,0.5,0.1,4.8,5.4,3.0,6.6
Malaki Branham,WAS,24,9.6,4.1,0.9,1.6,0.3,0.4,0.1,5.7,5.0,2.5,6.6
Tyus Jones,ORL,42,16.1,3.1,2.4,1.1,0.6,0.7,0.1,4.2,5.5,3.5,6.6
Christian Koloko,ATL,13,15.5,2.2,0.8,3.5,0.0,0.8,1.0,5.7,3.0,4.3,6.5
Terrence Shannon Jr.,MIN,22,12.8,4.5,0.6,1.3,0.7,0.3,0.0,5.8,5.1,1.9,6.4
Drew Timme,LAL,9,8.2,4.1,1.0,1.3,0.6,0.3,0.0,5.4,5.1,2.3,6.4
Jamir Watkins,WAS,17,13.4,3.0,0.5,2.8,0.4,0.4,0.2,5.8,3.5,3.3,6.3
Eric Gordon,PHI,6,12.3,5.5,0.5,0.3,1.3,0.7,0.2,5.8,6.0,0.8,6.3
Bobi Klintman,DET,6,8.8,2.8,0.7,2.7,0.5,0.3,0.0,5.5,3.5,3.4,6.2
Dorian Finney-Smith,HOU,12,15.5,2.9,0.5,2.8,0.7,0.3,0.2,5.7,3.4,3.3,6.2
Cam Christie,LAC,29,10.2,3.7,0.6,1.8,0.3,0.3,0.1,5.5,4.3,2.4,6.1
Yanic Konan Niederhäuser,LAC,24,8.8,3.6,0.3,2.2,0.0,0.1,0.5,5.8,3.9,2.5,6.1
James Wiseman,IND,4,14.6,3.3,0.8,2.0,0.0,0.0,0.3,5.3,4.1,2.8,6.1
Dalen Terry,CHI,28,10.1,3.1,1.1,1.7,0.5,0.6,0.3,4.8,4.2,2.8,5.9
Jonathan Isaac,ORL,35,10.2,2.9,0.3,2.7,0.2,0.4,0.5,5.6,3.2,3.0,5.9
Mason Plumlee,CHA,14,8.9,1.9,1.1,2.9,0.0,0.4,0.0,4.8,3.0,4.0,5.9
Cody Martin,IND,4,13.8,1.8,0.5,3.5,0.0,1.0,0.5,5.3,2.3,4.0,5.8
Julian Strawther,DEN,22,9.7,3.8,0.7,1.3,0.3,0.2,0.0,5.1,4.5,2.0,5.8
Caleb Martin,DAL,37,11.6,2.5,1.4,1.9,0.1,0.6,0.1,4.4,3.9,3.3,5.8
Miles Kelly,DAL,8,9.5,3.6,0.6,1.5,0.9,0.3,0.0,5.1,4.2,2.1,5.7
Monte Morris,IND,6,10.8,3.0,1.5,1.2,0.3,0.2,0.2,4.2,4.5,2.7,5.7
David Jones Garcia,SAS,11,6.2,2.9,1.6,1.2,0.3,0.5,0.1,4.1,4.5,2.8,5.7
Kobe Brown,LAC,28,9.4,2.9,0.9,1.8,0.4,0.3,0.1,4.7,3.8,2.7,5.6
Guerschon Yabusele,NYK,36,9.4,2.9,0.5,2.2,0.6,0.1,0.1,5.1,3.4,2.7,5.6
Joan Beringer,MIN,18,6.9,3.2,0.3,2.1,0.0,0.2,0.4,5.3,3.5,2.4,5.6
Devin Carter,SAC,12,8.4,3.2,1.1,1.2,0.4,0.5,0.2,4.4,4.3,2.3,5.5
Jamison Battle,TOR,32,8.8,3.5,0.4,1.5,0.6,0.2,0.1,5.0,3.9,1.9,5.4
Baylor Scheierman,BOS,37,12.3,2.9,0.7,1.8,0.7,0.5,0.1,4.7,3.6,2.5,5.4
Kevin McCullar Jr.,NYK,12,7.3,2.3,1.3,1.7,0.5,0.3,0.0,4.0,3.6,3.0,5.3
Myron Gardner,MIA,16,6.3,3.1,0.6,1.6,0.5,0.3,0.1,4.7,3.7,2.2,5.3
Pat Connaughton,CHA,20,7.2,3.2,0.6,1.4,0.6,0.3,0.1,4.6,3.8,2.0,5.2
Gary Harris,MIL,32,14.6,2.7,1.0,1.5,0.6,0.6,0.2,4.2,3.7,2.5,5.2
Rayan Rupert,POR,37,11.6,2.7,0.7,1.7,0.4,0.5,0.1,4.4,3.4,2.4,5.1
Luke Travers,CLE,12,8.6,2.3,0.8,2.0,0.1,0.6,0.3,4.3,3.1,2.8,5.1
Alijah Martin,TOR,10,8.8,3.0,0.8,1.2,0.2,0.5,0.3,4.2,3.8,2.0,5.0
Chaz Lanier,DET,16,9.6,3.3,0.8,0.9,0.9,0.3,0.0,4.2,4.1,1.7,5.0
Chris Boucher,BOS,8,11.3,2.3,0.4,2.3,0.1,0.6,0.9,4.6,2.7,2.7,5.0
Keshad Johnson,MIA,18,7.9,2.9,0.1,1.9,0.3,0.3,0.2,4.8,3.0,2.0,4.9
Ariel Hukporti,NYK,28,9.0,1.6,0.6,2.7,0.0,0.2,0.6,4.3,2.2,3.3,4.9
Yang Hansen,POR,25,8.4,2.4,0.8,1.6,0.2,0.1,0.3,4.0,3.2,2.4,4.8
Kobe Bufkin,LAL,4,11.3,3.0,0.5,1.3,0.5,0.3,0.8,4.3,3.5,1.8,4.8
Hunter Tyson,DEN,17,7.8,2.4,0.7,1.6,0.4,0.1,0.1,4.0,3.1,2.3,4.7
Maxi Kleber,LAL,20,11.5,2.1,0.7,1.9,0.2,0.3,0.3,4.0,2.8,2.6,4.7
Xavier Tillman,BOS,13,8.4,2.4,0.4,1.9,0.2,0.5,0.2,4.3,2.8,2.3,4.7
Trey Alexander,NOP,5,8.3,2.8,1.0,0.8,0.4,0.2,0.2,3.6,3.8,1.8,4.6
Isaiah Livers,PHX,23,10.2,2.0,0.7,1.9,0.4,0.4,0.3,3.9,2.7,2.6,4.6
Antonio Reeves,CHA,6,8.8,3.5,0.3,0.8,0.8,0.2,0.0,4.3,3.8,1.1,4.6
Jae'Sean Tate,HOU,25,7.7,2.6,0.5,1.4,0.2,0.2,0.1,4.0,3.1,1.9,4.5
Doug McDermott,SAC,7,10.0,3.4,0.3,0.7,1.1,0.0,0.1,4.1,3.7,1.0,4.4
Duop Reath,POR,32,8.1,2.9,0.3,1.2,0.7,0.2,0.3,4.1,3.2,1.5,4.4
Emanuel Miller,CHI,5,6.6,3.0,0.8,0.6,0.4,0.4,0.0,3.6,3.8,1.4,4.4
Leonard Miller,MIN,17,5.1,2.6,0.3,1.4,0.1,0.2,0.0,4.0,2.9,1.7,4.3
Julian Phillips,CHI,30,9.7,2.8,0.2,1.3,0.5,0.5,0.2,4.1,3.0,1.5,4.3
Chris Livingston,CLE,3,5.8,3.0,0.3,1.0,0.0,0.3,0.0,4.0,3.3,1.3,4.3
Wendell Moore Jr.,DET,3,14.4,2.0,1.0,1.3,0.0,0.7,0.3,3.3,3.0,2.3,4.3
Ron Harper Jr.,BOS,5,5.2,2.2,0.8,1.2,0.6,0.2,0.4,3.4,3.0,2.0,4.2
Carter Bryant,SAS,34,8.1,2.3,0.2,1.6,0.3,0.2,0.1,3.9,2.5,1.8,4.1
Rasheer Fleming,PHX,24,7.0,2.6,0.2,1.3,0.3,0.3,0.3,3.9,2.8,1.5,4.1
Elijah Harkless,UTA,7,9.4,2.4,0.7,0.9,0.3,0.6,0.0,3.3,3.1,1.6,4.0
Daeqwon Plowden,SAC,1,14.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0
Riley Minix,SAS,3,2.8,3.0,0.3,0.7,0.3,0.3,0.0,3.7,3.3,1.0,4.0
Jamal Cain,ORL,17,7.2,2.8,0.3,0.8,0.3,0.2,0.1,3.6,3.1,1.1,3.9
Johni Broome,PHI,7,5.7,1.4,0.6,1.9,0.0,0.3,0.0,3.3,2.0,2.5,3.9
JD Davison,HOU,20,7.2,2.0,1.0,0.8,0.3,0.3,0.2,2.8,3.0,1.8,3.8
Pete Nance,MIL,12,5.2,2.5,0.3,1.0,0.5,0.3,0.2,3.5,2.8,1.3,3.8
Mark Sears,MIL,7,3.7,3.1,0.3,0.3,0.6,0.0,0.0,3.4,3.4,0.6,3.7
Andre Jackson Jr.,MIL,17,6.9,1.8,1.1,0.8,0.2,0.3,0.1,2.6,2.9,1.9,3.7
Brooks Barnhizer,OKC,21,7.6,1.4,0.4,1.8,0.0,0.1,0.1,3.2,1.8,2.2,3.6
Jordan McLaughlin,SAS,18,6.0,2.3,0.7,0.6,0.4,0.5,0.0,2.9,3.0,1.3,3.6
Orlando Robinson,ORL,4,6.2,1.8,0.8,1.0,0.3,0.3,0.0,2.8,2.6,1.8,3.6
Jonathan Mogbo,TOR,18,6.1,1.5,0.6,1.5,0.0,0.1,0.2,3.0,2.1,2.1,3.6
Koby Brea,PHX,2,3.9,2.0,1.0,0.5,0.0,0.0,0.0,2.5,3.0,1.5,3.5
Lachlan Olbrich,CHI,10,7.3,0.4,0.9,2.1,0.0,0.0,0.0,2.5,1.3,3.0,3.4
Javonte Cooke,POR,8,6.6,1.5,0.9,1.0,0.3,0.5,0.0,2.5,2.4,1.9,3.4
Kam Jones,IND,11,7.5,1.9,0.8,0.7,0.1,0.3,0.0,2.6,2.7,1.5,3.4
AJ Johnson,WAS,23,7.1,1.7,0.6,1.1,0.2,0.2,0.0,2.8,2.3,1.7,3.4
Taelon Peter,IND,22,6.3,1.7,0.7,1.0,0.5,0.3,0.1,2.7,2.4,1.7,3.4
Mohamed Diawara,NYK,35,5.0,1.8,0.5,1.0,0.4,0.2,0.1,2.8,2.3,1.5,3.3
